# 生成工具 https://github.com/whitewatercn/rimetool
# 生成时间 2025-02-18_11-10-13
---
'a'wei 阿魏
'yin'xu'chang'zao'zheng 阴虚肠燥证
'yin'xu'du'lian'zheng 阴虚毒恋证
'yin'xu'fa're 阴虚发热
'yin'xu'fei're'zheng 阴虚肺热证
'yin'xu'fei'zao'zheng 阴虚肺燥证
'yin'xu'feng'dong'zheng 阴虚风动证
'yin'xu'gan'wang 阴虚肝旺
'yin'xu'gan'wang'zheng 阴虚肝旺证
'yin'xu'huo'chi'zheng 阴虚火炽证
'yin'xu'huo'dong'zheng 阴虚火动证
'yin'xu'huo'fu'zheng 阴虚火浮证
'yin'xu'huo'wang 阴虚火旺
'yin'xu'huo'wang'zheng 阴虚火旺证
'yin'xu'jin'kui'zheng 阴虚津亏证
'yin'xu'nei're'zheng 阴虚内热证
'yin'xu're'du'zheng 阴虚热毒证
'yin'xu're'yu'zheng 阴虚热郁证
'yin'xu'shen'kui'zheng 阴虚肾亏证
'yin'xu'shi're'zheng 阴虚湿热证
'yin'xu'tan'huo'zheng 阴虚痰火证
'yin'xu'tan're'zheng 阴虚痰热证
'yin'xu'xie'lian'zheng 阴虚邪恋证
'yin'xu'xie'liu'zheng 阴虚邪留证
'yin'xu'xue're'zheng 阴虚血热证
'yin'xu'xue'yu'zheng 阴虚血瘀证
'yin'xu'xue'zao'zheng 阴虚血燥证
'yin'xu'yang'fu'zheng 阴虚阳浮证
'yin'xu'yang'kang 阴虚阳亢
'yin'xu'yang'kang'feng'yang'shang'rao'zheng 阴虚阳亢风阳上扰证
'yin'xu'yang'kang'zheng 阴虚阳亢证
'yin'xu'zao're'zheng 阴虚燥热证
'yin'xu'zheng 阴虚证
'yin'xue'bu'zu'zheng 阴血不足证
'yin'xue'kui'xu'zheng 阴血亏虚证
'yin'yang 阴痒
'yin'yang 阴阳
'yin'yang'bing 阴痒病
'yin'yang'bing'jie 阴阳并竭
'yin'yang'ge'ju 阴阳格拒
'yin'yang'guai'li 阴阳乖戾
'yin'yang'hu'gen 阴阳互根
'yin'yang'huo 淫羊藿
'yin'yang'ju'xu 阴阳俱虚
'yin'yang'li'jue 阴阳离决
'yin'yang'li'jue'zheng 阴阳离决证
'yin'yang'liang'xu'zheng 阴阳两虚证
'yin'yang'shi'tiao'zheng 阴阳失调证
'yin'yang'xiao'zhang 阴阳消长
'yin'yang'zhuan'hua 阴阳转化
'yin'yang'zi'he 阴阳自和
'yin'ye 阴液
'yin'ye'bu'zu'huo'du'chi'sheng'zheng 阴液不足火毒炽盛证
'yin'ye'bu'zu'zheng 阴液不足证
'yin'ye'fa'jie'zheng 阴液乏竭证
'yin'ye'kui'sun 阴液亏损
'yin'ye'kui'xu'zheng 阴液亏虚证
'yin'yi'si'zhi'zheng 饮溢四肢证
'yin'yu'zhi'bing 因郁致病
'yin'yuan 殷元
'yin'yun'tang 氤氲汤
'yin'yun'zhi'hou 氤氲之候
'yin'yun'zhi'shi 氤氲之时
'yin'zhen'bing 瘾疹病
'yin'zheng 阴证
'yin'zheng'shui'zhong 阴证水肿
'yin'zheng'zhi'yang 阴证治阳
'yin'zhong'chun 殷仲春
'yin'zhong'kan 殷仲堪
'yin'zhong'qiu'yang 阴中求阳
'yin'zhuo 阴浊
'yin'zi'yan 殷子严
'yin'zu'xiong'ge'zheng 饮阻胸膈证
'ying'bing 瘿病
'ying'bu'bo 鹰不泊
'ying'fen'zheng 营分证
'ying'feng'leng'lei'bing 迎风冷泪病
'ying'lao 瘿劳
'ying'liu 瘿瘤
'ying'qi 瘿气
'ying'qi 营气
'ying'shi 营实
'ying'su'ke 罂粟壳
'ying'su'qiao 罂粟壳
'ying'wei'bu'he'zheng 营卫不和证
'ying'weng 莺翁
'ying'yong'bing 瘿痈病
'ying'zhao'feng 莺爪风
'ying'zhu'gao 莹珠膏
'yong'bo'yi 涌波翳
'yong'chuang 痈疮
'yong'han'yuan'han 用寒远寒
'yong'jia'fa 用夹法
'yong'ju 痈疽
'yong'ju'ni'zheng 痈疽逆证
'yong'ju'shen'mi'jiu'jing 痈疽神秘灸经
'yong'ju'shen'mi'yan'fang 痈疽神秘验方
'yong'ju'shen'miao'jiu'jing 痈疽神妙灸经
'yong'ju'shun'zheng 痈疽顺证
'yong'ju'tou'tong'xuan'yun 痈疽头痛眩晕
'yong'ju'wu'fa 痈疽五发
'yong'lei'qian'fang 永类钤方
'yong'liang'yuan'liang 用凉远凉
'yong'liu'jun'zi'tang'jia'jian 用六君子汤加减
'yong'quan 涌泉
'yong'quan'ju 涌泉疽
'yong'quan'mai 涌泉脉
'yong'quan'san 涌泉散
'yong'quan'yong 涌泉痈
'yong're'yuan're 用热远热
'yong'shui 涌水
'yong'tan'xing'nao 涌痰醒脑
'yong'tu 涌吐
'yong'tu'jin'li 涌吐禁例
'yong'tu'yao 涌吐药
'yong'wen'yuan'wen 用温远温
'yong'yao'fa'xiang 用药法象
'yong'yao'ge'jue 用药歌诀
'yong'yao'jin'ji 用药禁忌
'yong'yao'jin'ji'shu 用药禁忌书
'yong'yao'zong'lun'zhi'nan 用药总论指南
'yong'zhong 痈肿
'you'biao'ru'li 由表入里
'you'bing 疣病
'you'cong 油葱
'you'duan'zheng 右端正
'you'er 幼儿
'you'er'ji'ju 幼儿积聚
'you'feng'bing 油风病
'you'gui'wan 右归丸
'you'gui'yin 右归饮
'you'huan 右痪
'you'ji 右藉
'you'jian'qi 右间气
'you'ke'dou'zhen'jin'jing'lu 幼科痘疹金镜录
'you'ke'fa'hui 幼科发挥
'you'ke'fa'hui'da'quan 幼科发挥大全
'you'ke'hui'bian 幼科汇编
'you'ke'ji'yao 幼科集要
'you'ke'ji'ye 幼科集腋
'you'ke'liang'fang 幼科良方
'you'ke'ru'men 幼科入门
'you'ke'san'zhong 幼科三种
'you'ke'shi'mi 幼科释谜
'you'ke'tie'jing 幼科铁镜
'you'ke'tui'na'quan'shu 幼科推拿全书
'you'ke'xin'fa'bao'chi'cun'zhen 幼科心法保赤存真
'you'ke'xin'fa'ji'jie 幼科心法集解
'you'ke'yao'lue 幼科要略
'you'ke'yi'xue'zhi'nan 幼科医学指南
'you'ke'za'bing'xin'fa'yao'jue 幼科杂病心法要诀
'you'ke'zhe'zhong 幼科折衷
'you'ke'zheng'zhi'da'quan 幼科证治大全
'you'ke'zheng'zhi'zhun'sheng 幼科证治准绳
'you'ke'zhi'nan 幼科指南
'you'ke'zhi'yan 幼科直言
'you'ke'zhun'sheng 幼科准绳
'you'ku 右枯
'you'li'chu'biao 由里出表
'you'mu'bing 疣目病
'you'que'she 右雀舌
'you'shi'zhuan'xu 由实转虚
'you'song'jie 油松节
'you'tong 幼童
'you'tou'ju'bing 有头疽病
'you'xie'tong 右胁痛
'you'xie'xia'tong 右胁下痛
'you'xu'zhuan'shi 由虚转实
'you'xuan'teng 右旋藤
'you'yin'chuang 右阴疮
'you'you'ji 幼幼集
'you'you'ji'cheng 幼幼集成
'you'you'jin'bian 幼幼近编
'you'you'xin'cai 幼幼心裁
'you'you'xin'shu 幼幼新书
'you'you'zhi'zhang'ji'cheng 幼幼指掌集成
'you'yu'shang'shen'zheng 忧郁伤神证
'you'yue'cao 甴曱草
'yu'ban 玉版
'yu'ban'lun'yao'pian 玉版论要篇
'yu'ban'she 瘀斑舌
'yu'bi'xue'mai'zheng 瘀闭血脉证
'yu'bing 郁病
'yu'bing'zi 玉饼子
'yu'chi 玉池
'yu'chi'san 玉池散
'yu'dai'cao 玉带草
'yu'dai'feng 玉带风
'yu'dan 玉丹
'yu'ding'fa 玉顶发
'yu'ding'ju 玉顶疽
'yu'du'gong'cuan'zheng 余毒攻窜证
'yu'du'ning'zhi'zheng 余毒凝滞证
'yu'du'shang'yin'zheng 余毒伤阴证
'yu'du'wei'qing'wei'qi'xu'ruo'zheng 余毒未清卫气虚弱证
'yu'du'wei'qing'zheng 余毒未清证
'yu'er'fa 浴儿法
'yu'fang'yu 玉房俞
'yu'fang'zheng 玉房蒸
'yu'fen'san 玉粉散
'yu'fen'wan 玉粉丸
'yu'fu'rong 玉芙蓉
'yu'gan'zi 余甘子
'yu'gong'san 禹功散
'yu'gui 玉桂
'yu'guo 玉果
'yu'hai 玉海
'yu'han'fang 玉函方
'yu'han'jing 玉函经
'yu'heng 玉衡
'yu'hu 玉户
'yu'hu'die 玉蝴蝶
'yu'hu'san 玉壶散
'yu'hu'wan 玉壶丸
'yu'hua'jian 玉华煎
'yu'hua'zi 玉华子
'yu'huan'jian 玉环煎
'yu'huan'yu 玉环俞
'yu'huo'shang'yin'zheng 郁火伤阴证
'yu'ji'fa'huang'zheng 瘀积发黄证
'yu'ji'san 玉肌散
'yu'ji'wei'yi 玉机微义
'yu'ji'zhen'zang'lun'pian 玉机真脏论篇
'yu'jie'geng 玉桔梗
'yu'jie'gu 玉接骨
'yu'jie'zheng 瘀结证
'yu'jin 玉金
'yu'jin 郁金
'yu'jing 玉茎
'yu'lang'bian 玉郎鞭
'yu'li 玉理
'yu'li'fen'jing 玉粒分精
'yu'li'fen'jing 玉粒分经
'yu'li'ren 郁李仁
'yu'liang'gu 玉梁骨
'yu'liang'gu'shang 玉梁骨伤
'yu'long'bian 玉龙鞭
'yu'long'ge 玉龙歌
'yu'long'pan 玉龙盘
'yu'lu'san 玉露散
'yu'mai'xu 玉麦须
'yu'men 玉门
'yu'men'bu'bi 玉门不闭
'yu'mi'xin 玉米芯
'yu'mi'xu 玉米须
'yu'mi'zhou 玉米轴
'yu'mian 浴面
'yu'nv'jian 玉女煎
'yu'ping'feng'kou'fu'ye 玉屏风口服液
'yu'ping'feng'san 玉屏风散
'yu'qiu'yao'jie 玉楸药解
'yu'quan 玉泉
'yu'quan'san 玉泉散
'yu'quan'wan 玉泉丸
'yu'rao'shen'ming'zheng 瘀扰神明证
'yu're'hu'jie'zheng 瘀热互结证
'yu're'jiao'zu'zheng 瘀热交阻证
'yu're'nei'yu'zheng 瘀热内郁证
'yu're'ru'luo'zheng 瘀热入络证
'yu're'wei'jin'fei'wei'yin'shang'zheng 余热未尽肺胃阴伤证
'yu're'wei'jin'zheng 余热未尽证
'yu're'wei'qing'zheng 余热未清证
'yu're'xiang'bo'zheng 瘀热相搏证
'yu're'yong'zu'zheng 瘀热壅阻证
'yu're'zheng 瘀热证
'yu're'zu'luo'zheng 瘀热阻络证
'yu're'zu'zhi'zheng 瘀热阻滞证
'yu'rong'gao 玉容膏
'yu'rong'san 玉容散
'yu'rong'wan 玉容丸
'yu'ru'yi 玉如意
'yu'rui'hua 玉蕊花
'yu'shu'dan 玉枢丹
'yu'su'zi 玉苏子
'yu'sun'zheng 玉笋症
'yu'tan'hua'huo'zheng 瘀痰化火证
'yu'tang 玉堂
'yu'ting'qing'qiao'zheng 瘀停清窍证
'yu'ting'xiong'xie'zheng 瘀停胸胁证
'yu'xian 玉衔
'yu'xiang 浴香
'yu'xie 玉屑
'yu'xie'rao'mu'zheng 余邪扰目证
'yu'xie'wei'jin'tan'yu'zhi'luo'zheng 余邪未尽痰瘀滞络证
'yu'xie'wei'jin'zheng 余邪未尽证
'yu'xie'wu'you'san 玉屑无忧散
'yu'xing'cao 鱼腥草
'yu'xiu'qiu 玉绣球
'yu'xue'bi'bi'zheng 瘀血痹闭证
'yu'xue'bi'zu'zheng 瘀血痹阻证
'yu'xue'cheng'fei'zheng 瘀血乘肺证
'yu'xue'hua're'zheng 瘀血化热证
'yu'xue'ling'xin'zheng 瘀血凌心证
'yu'xue'liu'zhi'zheng 瘀血留滞证
'yu'xue'nei'jie'zheng 瘀血内结证
'yu'xue'nei'ting'qing'qiao'shou'zu'zheng 瘀血内停清窍受阻证
'yu'xue'nei'ting'zheng 瘀血内停证
'yu'xue'nei'zhi'zheng 瘀血内滞证
'yu'xue'nei'zu'zheng 瘀血内阻证
'yu'xue'ning'zhi'zheng 瘀血凝滞证
'yu'xue'shang'luo'zheng 瘀血伤络证
'yu'xue'ting'zhe'zheng 瘀血停着证
'yu'xue'ting'zhi'zheng 瘀血停滞证
'yu'xue'zheng 瘀血证
'yu'xue'zu'ge'zheng 淤血阻膈证
'yu'xue'zu'luo'zheng 瘀血阻络证
'yu'xue'zu'zhi'zheng 瘀血阻滞证
'yu'yao'shi 玉钥匙
'yu'ye 玉液
'yu'ye'dan 玉液丹
'yu'ye'jian 玉液煎
'yu'ye'san 玉液散
'yu'ye'tang 玉液汤
'yu'yi'fu'jing 玉翳浮睛
'yu'yi'fu'man 玉翳浮满
'yu'yi'fu'man 玉翳浮瞒
'yu'yi'zhe'jing 玉翳遮睛
'yu'yin 育阴
'yu'ying 玉英
'yu'yu'liang 禹余粮
'yu'zan'hua 玉簪花
'yu'zan'hua'gen 玉簪花根
'yu'zan'ye 玉簪叶
'yu'zhen 玉枕
'yu'zhen'gu 玉枕骨
'yu'zhen'ju 玉枕疽
'yu'zhen'san 玉真散
'yu'zhen'wan 玉真丸
'yu'zheng 郁证
'yu'zhi'bao'gong'zheng 瘀滞胞宫证
'yu'zhi'hua'huo'zheng 瘀滞化火证
'yu'zhi'hua're'zheng 瘀滞化热证
'yu'zhi'ji'fu'zheng 瘀滞肌肤证
'yu'zhi'zheng 瘀滞证
'yu'zhi'zi 预知子
'yu'zhong 彧中
'yu'zhong'teng'tong'zheng 瘀肿疼痛证
'yu'zhu 玉竹
'yu'zhu'gu 玉柱骨
'yu'zhu'gu'zhe 玉柱骨折
'yu'zhu'san 玉烛散
'yu'zhu'tang 玉烛汤
'yu'zhu'yin'zi 玉竹饮子
'yu'zhuo'zu'se'zheng 瘀浊阻塞证
'yu'zu'bao'mai'zheng 瘀阻胞脉证
'yu'zu'chang'luo'zheng 瘀阻肠络证
'yu'zu'chong'ren'zheng 瘀阻冲任证
'yu'zu'jing'luo'zheng 瘀阻经络证
'yu'zu'mai'luo'zheng 瘀阻脉络证
'yu'zu'nao'luo'zheng 瘀阻脑络证
'yu'zu'qi'bi'zheng 瘀阻气闭证
'yu'zu'qi'dao'zheng 瘀阻气道证
'yu'zu'qing'qiao'zheng 瘀阻清窍证
'yu'zu'wei'luo'zheng 瘀阻胃络证
'yu'zu'xin'mai'zheng 瘀阻心脉证
'yu'zu'xiong'xie'zheng 瘀阻胸胁证
'yu'zu'zhong'jiao'zheng 瘀阻中焦证
'yu'zu'zong'mai'zheng 瘀阻宗脉证
'yuan'ban 袁班
'yuan'bao'cao 元宝草
'yuan'bing'ji 原病集
'yuan'can 园参
'yuan'can'e 原蚕蛾
'yuan'can'sha 原蚕沙
'yuan'can'shi 原蚕屎
'yuan'chun'gu 袁淳古
'yuan'cu'yao'lun 原瘄要论
'yuan'da'xuan 袁大宣
'yuan'di'ta'bu 原地踏步
'yuan'dong 袁东
'yuan'dong'wu'jian'ding 原动物鉴定
'yuan'dou 缘豆
'yuan'fu 元府
'yuan'hong'san 圆红散
'yuan'hu 元胡
'yuan'hua 芫花
'yuan'ji'qi'wei 原机启微
'yuan'jing 圆镜
'yuan'ju 袁句
'yuan'kuang'wu'jian'ding 原矿物鉴定
'yuan'kun'hou 袁坤厚
'yuan'li'zhen 圆利针
'yuan'luo'pei'xue'fa 原络配穴法
'yuan'ming'fen 元明粉
'yuan'ming'gao 圆明膏
'yuan'mu 袁木
'yuan'ping'zhong 原平仲
'yuan'qi 元气
'yuan'qi 原气
'yuan'qi'bai'tuo'xin'shen'san'luan'zheng 元气败脱心神散乱证
'yuan'qi'bai'tuo'zheng 元气败脱证
'yuan'qi'bu'zu'yin'xue'kui'sun'zheng 元气不足阴血亏损证
'yuan'qi'bu'zu'zheng 元气不足证
'yuan'qi'kui'xu'zheng 元气亏虚证
'yuan'qi'shuai'bai'zheng 元气衰败证
'yuan'qi'zhi'bie 原气之别
'yuan'qin'you 袁秦邮
'yuan'qing 蚖青
'yuan'ren 袁仁
'yuan'shen 元参
'yuan'shen'wai'tuo'zheng 元神外脱证
'yuan'shen'zhi'fu 元神之府
'yuan'sheng 原生
'yuan'xuan 圆癣
'yuan'xuan'bing 圆癣病
'yuan'xue 原穴
'yuan'xue'yuan 袁学渊
'yuan'yang'cao 鸳鸯草
'yuan'yang'dou 鸳鸯豆
'yuan'yang'wai'tuo'zheng 元阳外脱证
'yuan'yi 圆翳
'yuan'yi'nei'zhang 圆翳内障
'yuan'yi'nei'zhang'bing 圆翳内障病
'yuan'yi'wai'zhang 圆翳外障
'yuan'zhen 圆针
'yuan'zhi 远志
'yuan'zhi'wu'jian'ding 原植物鉴定
'yuan'zhu 圆蛛
'yue'bi'tang 越婢汤
'yue'geng'zhai 阅耕斋
'yue'ji'hua 月季花
'yue'jian'cao 月见草
'yue'jing'guo'duo'bing 月经过多病
'yue'jing'guo'shao'bing 月经过少病
'yue'jing'hou'qi 月经后期
'yue'jing'hou'qi'bing 月经后期病
'yue'jing'xian'hou'wu'ding'qi'bing 月经先后无定期病
'yue'jing'xian'qi 月经先期
'yue'jing'xian'qi'bing 月经先期病
'yue'jing'zhuan 越经传
'yue'ju'wan 越鞠丸
'yue'shi 月事
'yue'yue'hua 月月花
'yun'bei 孕悲
'yun'dong'bing 晕动病
'yun'du'fu'kui'zheng 蕴毒腐溃证
'yun'fu'bei'tong 孕妇背痛
'yun'fu'niao'chu 孕妇尿出
'yun'jiu 晕灸
'yun'jue 晕厥
'yun'mai 孕脉
'yun'mu'shi 云母石
'yun'mu'xiang 云木香
'yun'sha 晕痧
'yun'shi'gen 云实根
'yun'shi'pi 云实皮
'yun'wu'yi'jing'bing 云雾移睛病
'yun'xiang'cao 芸香草
'yun'yong 孕痈
'yun'yong'bing 孕痈病
'yun'zhen 晕针
'yun'zhu 孕珠
'za'feng 匝风
'za'she'hou'feng 匝舌喉风
'za'she'yong 匝舌痈
'zai'yang'hua 栽秧花
'zai'zao'san 再造散
'zang'bing'ji'fu 脏病及腑
'zang'bing'qu'yuan 脏病取原
'zang'du 脏度
'zang'du 脏毒
'zang'du'xia'xue 脏毒下血
'zang'fu 脏腑
'zang'fu'bian'zheng 脏腑辨证
'zang'fu'biao'ben'yao'shi 脏腑标本药式
'zang'fu'bing'zheng 脏腑并证
'zang'fu'ge'tu 脏腑各图
'zang'fu'jian'bing'bian'zheng 脏腑兼病辨证
'zang'fu'jiao'nen 脏腑娇嫩
'zang'fu'jing'zheng 脏腑惊证
'zang'fu'tu'shuo 脏腑图说
'zang'fu'tu'shuo'zheng'zhi'yao'yan'he'bi 脏腑图说症治要言合璧
'zang'fu'xiang'he 脏腑相合
'zang'fu'xing'jian 脏腑性鉴
'zang'fu'xu'leng'zheng 脏腑虚冷证
'zang'fu'xu're 脏腑蓄热
'zang'fu'xue'shuo 脏腑学说
'zang'fu'zheng'hou 脏腑证候
'zang'fu'zheng'zhi'tu'shuo'ren'jing'jing 脏腑证治图说人镜经
'zang'fu'zhi'qi 脏腑之气
'zang'han'fu'zhang 脏寒腹胀
'zang'han'xie 脏寒泻
'zang'hui 脏会
'zang'jie 脏结
'zang'jie'zheng 脏结证
'zang'jue 脏厥
'zang'lian'wan 脏连丸
'zang'mai 脏脉
'zang'qi 脏气
'zang'qi'fa'shi'lun'pian 脏气法时论篇
'zang'qi'liao'fa 脏器疗法
'zang'qi'qing'ling 脏气清灵
'zang'tou'feng 脏头风
'zang'xiang 脏象
'zang'xiang'xue'shuo 脏象学说
'zang'xing'qi'yu'fu 脏行气于腑
'zang'yu'wu'shi'xue 脏俞五十穴
'zang'zao 脏躁
'zang'zao'bing 脏躁病
'zang'zao'zheng 脏燥证
'zang'zhen 脏真
'zao'gan'qing'qiao'zheng 燥干清窍证
'zao'hua 燥化
'zao'huo 燥火
'zao'ji 燥剂
'zao'jiao 皂角
'zao'jiao'ci 皂角刺
'zao'jie 燥结
'zao'qi'hua'huo'zheng 燥气化火证
'zao're 燥热
'zao're'shang'fei'zheng 燥热伤肺证
'zao're'shang'jin'zheng 燥热伤津证
'zao're'wai'fan'zheng 燥热外犯证
'zao'shang'fei'wei'zheng 燥伤肺卫证
'zao'shang'zhen'yin'zheng 燥伤真阴证
'zao'shi 燥湿
'zao'shi 燥矢
'zao'shi'hua'tan 燥湿化痰
'zao'tai 燥苔
'zao'tan'zheng 燥痰证
'zao'xie 早泄
'zao'xie 燥邪
'zao'xie'bing 早泄病
'zao'xie'fan'fei'zheng 燥邪犯肺证
'zao'xie'shang'fei'zheng 燥邪伤肺证
'zao'xie'shang'yin'zheng 燥邪伤阴证
'zao'xin'tu 灶心土
'zao'xiu 蚤休
'zao'zheng'lei 燥证类
'ze'lan 泽兰
'ze'qi 泽漆
'ze'xie 泽泻
'zei'feng 贼风
'zei'feng'ru'fu 贼风入腹
'zei'xie 贼邪
'zeng'ye 增液
'zeng'ye'cheng'qi'tang 增液承气汤
'zeng'ye'tang 增液汤
'zha'peng'guo 扎蓬果
'zha're 乍热
'zha'sai 痄腮
'zha'sai'bing 痄腮病
'zha'shu'zha'shu 乍疏乍数
'zhan'dang 站裆
'zhan'na'ye 旃那叶
'zhan'yang'shen'dan 展阳神丹
'zhan'yu 谵语
'zhan'zhuang'gong 站桩功
'zhang'can 掌参
'zhang'nao 樟脑
'zhao'shi 肇实
'zhao'wei'jin'zhi'yu 爪为筋之余
'zhe'bei'mu 浙贝母
'zhe'jiang'tian'mu'shan'yao'yong'zhi'wu'zhi 浙江天目山药用植物志
'zhe'shi 赭石
'zhe'tong'pi 浙桐皮
'zhe'ye 者也
'zhen'ai 振埃
'zhen'bao'yu'tong 振胞瘀痛
'zhen'bao'yu'tong'bing 振胞瘀痛病
'zhen'chan 振颤
'zhen'chan 真产
'zhen'chan'fa 振颤法
'zhen'chu 真搐
'zhen'chu're'tui'zheng 疹出热退证
'zhen'chuan 真喘
'zhen'de'xiu 真德秀
'zhen'dong'fa 振动法
'zhen'dou'mi'zhi 疹痘秘旨
'zhen'du 疹毒
'zhen'fa 振法
'zhen'fan 真反
'zhen'gan 镇肝
'zhen'gan'xi'feng'tang 镇肝熄风汤
'zhen'gao 真诰
'zhen'gong 真汞
'zhen'gong'dan 真功丹
'zhen'gu 真骨
'zhen'gu 砧骨
'zhen'han 振寒
'zhen'han'jia're 真寒假热
'zhen'han'jia're'zheng 真寒假热证
'zhen'hou'fei'wei 疹后肺痿
'zhen'hou'fei'yan 疹后肺炎
'zhen'hou'fei'yong 疹后肺痈
'zhen'hou'shi'yin 疹后失音
'zhen'hou'yin'shang'zheng 疹后阴伤证
'zhen'hui'qi 疹回期
'zhen'huo 真火
'zhen'jin 疹筋
'zhen'jin'san 真金散
'zhen'jing'xi 真景希
'zhen'jing'yuan 真景元
'zhen'ju'jiang'ya'pian 珍菊降压片
'zhen'jun'miao'tie'san 真君妙贴散
'zhen'ke'lei'bian 疹科类编
'zhen'li 振慄
'zhen'mai 真脉
'zhen'qi 真气
'zhen'qian 真铅
'zhen'qian'qi 疹前期
'zhen'qin 真钦
'zhen're'jia'han 真热假寒
'zhen're'jia'han'zheng 真热假寒证
'zhen'ren 真人
'zhen'ren'huo'ming'yin 真人活命饮
'zhen'ren'yang'zang'tang 真人养脏汤
'zhen'se 真色
'zhen'shi'jia'xu 真实假虚
'zhen'shi'jia'xu'zheng 真实假虚证
'zhen'shui 真水
'zhen'ting 振挺
'zhen'tou'tong 真头痛
'zhen'tui'tang 振颓汤
'zhen'tui'wan 振颓丸
'zhen'wei 真味
'zhen'wu'tang 真武汤
'zhen'xi 真息
'zhen'xi'shan'xian'sheng'wei'sheng'ge 真西山先生卫生歌
'zhen'xie 真邪
'zhen'xin 镇心
'zhen'xin'tiao 真心跳
'zhen'xin'tong 真心痛
'zhen'xu'jia'shi 真虚假实
'zhen'xu'jia'shi'zheng 真虚假实证
'zhen'xuan'yun 真眩运
'zhen'ya 真牙
'zhen'yan'bing 针眼病
'zhen'yang 真阳
'zhen'yi 真意
'zhen'yin 真阴
'zhen'yin'bu'zu 真阴不足
'zhen'yin'nei'sun'shi'xue 真阴内损失血
'zhen'yin'shuai'jie'zheng 真阴衰竭证
'zhen'ying'san 真应散
'zhen'yuan'hao'sun'chuan 真元耗损喘
'zhen'yuan'xia'xu 真元下虚
'zhen'yuan'xu'sun'li 真元虚损疬
'zhen'zang 真脏
'zhen'zang'mai 真脏脉
'zhen'zang'se 真脏色
'zhen'zhong 真中
'zhen'zhong'feng 真中风
'zhen'zhong'tang 振中汤
'zhen'zhu 珍珠
'zhen'zhu 真珠
'zhen'zhu'cao 真珠草
'zhen'zhu'hua 真珠花
'zhen'zhu'mu 珍珠母
'zhen'zhu'mu 真珠母
'zhen'zhu'mu'wan 真珠母丸
'zhen'zhu'san 真珠散
'zhen'zhu'wan 真珠丸
'zhen'zhu'yi 真珠翳
'zheng'chai'hu'yin 正柴胡饮
'zheng'chan 正产
'zheng'chang'she'xiang 正常舌象
'zheng'chong 怔忡
'zheng'chong'bing 怔忡病
'zheng'dui'kou'ding 正对口疔
'zheng'fang'fa'ming 症方发明
'zheng'feng 正风
'zheng'feng'shang'tai'yi 正奉上太医
'zheng'fu'jia'fu'fa 正副夹缚法
'zheng'gong 正宫
'zheng'gu 正骨
'zheng'gu'ba'fa 正骨八法
'zheng'gu'fan 正骨范
'zheng'gu'ke 正骨科
'zheng'gu'liao'fa 正骨疗法
'zheng'gu'ma'yao'fang 正骨麻药方
'zheng'gu'shou'fa 正骨手法
'zheng'gu'shou'fa'lue'yao 正骨手法略要
'zheng'gu'tui'na 正骨推拿
'zheng'gu'xin'fa'yao'zhi 正骨心法要旨
'zheng'gu'xue 正骨学
'zheng'gu'zi'jin'dan 正骨紫金丹
'zheng'gu'zi'jin'wan 正骨紫金丸
'zheng'hua 正化
'zheng'huang'dan 正黄疸
'zheng 癥
'zheng'ji 癥积
'zheng'jia 癥瘕
'zheng'jia 症瘕
'zheng'jiao 正角
'zheng'jing 正经
'zheng'jing'ding 正静定
'zheng'lou 正漏
'zheng'nian 正念
'zheng'nue 正疟
'zheng'qi 正气
'zheng'qi'nei'cun 正气内存
'zheng'qi'san 正气散
'zheng'qi'tang 正气汤
'zheng'qi'tian'xiang'san 正气天香散
'zheng'qi'xu 正气虚
'zheng'rong'tang 正容汤
'zheng'se 正色
'zheng'shang 正商
'zheng'shang'han 正伤寒
'zheng'she'san 正舌散
'zheng'sheng'xie'shi'zheng 正盛邪实证
'zheng'sheng'xie'tui 正胜邪退
'zheng'shui 正水
'zheng'sui 正岁
'zheng'ti 正体
'zheng'ti'lei'yao 正体类要
'zheng'tou'tong 正头痛
'zheng'xie 正邪
'zheng'xie'fen'zheng 正邪分争
'zheng'xin'tang 正心汤
'zheng'xing 正性
'zheng'xu'du'chi'zheng 正虚毒炽证
'zheng'xu'du'jie'zheng 正虚毒结证
'zheng'xu'du'lian'zheng 正虚毒恋证
'zheng'xu'xie'lian 正虚邪恋
'zheng'xu'xie'lian'fei'pi'qi'xu'zheng 正虚邪恋肺脾气虚证
'zheng'xu'xie'lian'nei'feng'rao'dong'zheng 正虚邪恋内风扰动证
'zheng'xu'xie'lian'tan'meng'qing'qiao'zheng 正虚邪恋痰蒙清窍证
'zheng'xu'xie'lian'yin'xu'fei're'zheng 正虚邪恋阴虚肺热证
'zheng'xu'xie'lian'yu're'wei'qing'zheng 正虚邪恋余热未清证
'zheng'xu'xie'lian'zheng 正虚邪恋证
'zheng'xu'xie'liu'zheng 正虚邪留证
'zheng'xu'xie'shi 正虚邪实
'zheng'xu'xie'shi'zheng 正虚邪实证
'zheng'xu'yu'jie'zheng 正虚瘀结证
'zheng'yang'san 正阳散
'zheng'yi'dan 正一丹
'zheng'yin'mai'zhi 症因脉治
'zheng'ying 正营
'zheng'yu 正羽
'zheng'yu'zheng 症与证
'zheng'yuan'dan 正元丹
'zheng'yuan'tang 正元汤
'zheng'yuan'yin 正元饮
'zheng'zheng 正徵
